DISTRICT,DISTRICT_NAME,SCHOOL,SCHOOL_NAME_SHORT,MAILING_ADDRESS1,MAILING_ADDRESS2,MAILING_CITY,MAILING_STATE,ZIP,MAILING_ZIP,PRINCIPAL_LAST,PRINCIPAL_FIRST,PRINCIPAL_MI,PRINCIPAL_TITLE,GRADE_CODE,TYPE,CHARTER_SCHL_STAT,SCHL_FUNC_SETTING,PRIMARY_SERV_TYPE,NEG_DEL_IND,MAGNET_STATUS,MAGNET_SPECIALTY,MAGNET_PURPOSE
58,SARASOTA    ,1282,TATUM RIDGE ELEMENTARY SCHOOL                ,4100 TATUM RD                           ,                                        ,SARASOTA            ,FL,34240,34240-9101,DUNN                          ,BARRY               , ,MR.                                               ,'K-5                           ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
58,SARASOTA    ,491,TAYLOR RANCH ELEMENTARY SCHOOL               ,2500 TAYLOR RANCH TRL                   ,                                        ,VENICE              ,FL,34293,34293-7300,SPIELMAN                      ,TARA                , ,MS.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
58,SARASOTA    ,1324,THE FLA CENTER FOR CHILD & FAM               ,4620 17TH ST                            ,                                        ,SARASOTA            ,FL,34235,34235-1843,CLOUD                         ,SARA                , ,MS.                                               ,'PREK                          ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,Special Education                                 ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
58,SARASOTA    ,1231,TOLEDO BLADE ELEMENTARY SCHOOL               ,1201 GERANIUM AVE                       ,                                        ,NORTH PORT          ,FL,34288,34288-7802,DOLCIOTTO                     ,JENNIFER            , ,MS.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
58,SARASOTA    ,294,TRIAD                                        ,4430 BENEVA RD                          ,                                        ,SARASOTA            ,FL,34233,34233-1750,RITTER                        ,MELANIE             , ,MS.                                               ,'6-12                          ,Senior High                             ,Not a charter school                              ,Not Applicable                                    ,Alternative Education                             ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
58,SARASOTA    ,201,TUTTLE ELEMENTARY SCHOOL                     ,2863 8TH ST                             ,                                        ,SARASOTA            ,FL,34237,34237-3633,FOLINO                        ,PATTI               , ,MS.                                               ,'K-5                           ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
58,SARASOTA    ,211,VENICE ELEMENTARY SCHOOL                     ,150 MIAMI AVE E                         ,                                        ,VENICE              ,FL,34285,34285-2412,HUTCHINSON                    ,KIRK                , ,MR.                                               ,'K-5                           ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
58,SARASOTA    ,451,VENICE MIDDLE SCHOOL                         ,1900 CENTER RD                          ,                                        ,VENICE              ,FL,34292,34292-3811,DINVERNO                      ,TOMAS               , ,MR.                                               ,'6-8                           ,Middle/Junior                           ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
58,SARASOTA    ,221,VENICE SENIOR HIGH SCHOOL                    ,1 INDIAN AVE                            ,                                        ,VENICE              ,FL,34285,34285-2632,JACKSON                       ,ERIC                , ,MR.                                               ,'9-12                          ,Senior High                             ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Magnet Program                                    ,International Baccalaureate                       ,Is not designated to eliminate racial isolation   
58,SARASOTA    ,291,WILKINSON ELEMENTARY SCHOOL                  ,3400 WILKINSON RD                       ,                                        ,SARASOTA            ,FL,34231,34231-7545,NATIONS                       ,SUSAN               , ,MS.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
58,SARASOTA    ,1291,WOODLAND MIDDLE SCHOOL                       ,2700 PANACEA BLVD                       ,                                        ,NORTH PORT          ,FL,34289,34289-9512,HALL                          ,CINDY               , ,MS.                                               ,'6-8                           ,Middle/Junior                           ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,561,ALTAMONTE ELEMENTARY SCHOOL                  ,525 PINEVIEW ST                         ,                                        ,ALTAMONTE SPRINGS   ,FL,32701,32701-7950,OLGESBY                       ,TONY                , ,DR.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,31,BEAR LAKE ELEMENTARY SCHOOL                  ,3399 GLEAVES CT                         ,                                        ,APOPKA              ,FL,32703,32703-6064,RAMKISSON                     ,KRISTEN             , ,MS.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,801,BENTLEY ELEMENTARY SCHOOL                    ,2190 S OREGON AVE                       ,                                        ,SANFORD             ,FL,32771,32771-8897,GARCIA                        ,MARTHA              , ,MS.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,9215,BOYS TOWN                                    ,400 E LAKE MARY BLVD                    ,                                        ,SANFORD             ,FL,32773,32773-7125,GARNES                        ,DEIRDRE             , ,MS.                                               ,'K-12                          ,Combination Elementary & Secondary      ,Not a charter school                              ,Not Applicable                                    ,Alternative Education                             ,"Neglected, Residential                            ",Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,441,CARILLON ELEMENTARY SCHOOL                   ,3200 LOCKWOOD BLVD                      ,                                        ,OVIEDO              ,FL,32765,32765-9199,WINDISH                       ,DANIEL              , ,DR.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,202,CASSELBERRY ELEMENTARY SCHOOL                ,1075 CRYSTAL BOWL CIR                   ,                                        ,CASSELBERRY         ,FL,32707,32707-4554,LAMBERT                       ,MALLORY             , ,MRS.                                              ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,721,CHILES MIDDLE SCHOOL                         ,1240 SANCTUARY DR                       ,                                        ,OVIEDO              ,FL,32766,32766-6604,LAUDANI                       ,MELISSA             , ,DR.                                               ,'6-8                           ,Middle/Junior                           ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,9229,CHOICES IN LEARNING CHARTER                  ,1100 EAST STATE ROAD 434                ,                                        ,WINTER SPRINGS      ,FL,32708,32708-2715,MANDELL                       ,ERIN                , ,MS.                                               ,'K-5                           ,Elementary                              ,"Regular charter school (under s. 1002.33, F.S.)   ",Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,9705,CONTRACTED SERVICES                          ,400 E LAKE MARY BLVD                    ,                                        ,SANFORD             ,FL,32773,32773-7125,WALSH                         ,MICHELLE            , ,MS.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,Special Education                                 ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,251,CROOMS ACADEMY/INFO TECHNOLOGY               ,2200 W 13TH ST                          ,                                        ,SANFORD             ,FL,32771,32771-1636,HANSHAW                       ,BRANDON             , ,MR.                                               ,'9-12                          ,Senior High                             ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Magnet School                                     ,Technology                                        ,Is not designated to eliminate racial isolation   
59,SEMINOLE    ,821,CRYSTAL LAKE ELEMENTARY SCHOOL               ,231 RINEHART RD                         ,                                        ,LAKE MARY           ,FL,32746,32746-2550,CARVER                        ,RICKY               , ,MR.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,531,EASTBROOK ELEMENTARY SCHOOL                  ,5525 TANGERINE AVE                      ,                                        ,WINTER PARK         ,FL,32792,32792-7310,DUNAYE                        ,ROD                 , ,MR.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,311,ENDEAVOR SCHOOL                              ,3010 OLD LAKE MARY RD                   ,                                        ,LAKE MARY           ,FL,32746,32746-3002,HARSHMAN                      ,PAUL                , ,MR.                                               ,'6-12                          ,Senior High                             ,Not a charter school                              ,Not Applicable                                    ,Special Education                                 ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,41,ENGLISH ESTATES ELEM. SCHOOL                 ,299 OXFORD RD                           ,                                        ,FERN PARK           ,FL,32730,32730-2354,AKERSON                       ,SHANNON             , ,MS.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,111,EVANS ELEMENTARY SCHOOL                      ,100 E CHAPMAN RD                        ,                                        ,OVIEDO              ,FL,32765,32765-8890,DARNELL                       ,CAROLANN            , ,MS.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,3900,FAMILY EMPOWERMENT SCHOLARSHIP PROGRAM       ,                                        ,                                        ,                    ,  ,     ,          ,WALSH                         ,MICHELLE            , ,DR.                                               ,'UNASSIGNED                    ,Other Types                             ,Not a charter school                              ,McKay Scholarship                                 ,Other                                             ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,502,FOREST CITY ELEMENTARY SCHOOL                ,1010 SAND LAKE RD                       ,                                        ,ALTAMONTE SPRINGS   ,FL,32714,32714-7039,SENKO                         ,PAUL                , ,MR.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,9233,GALILEO SCHOOL FOR GIFTED LEARNING           ,3900 E STATE ROAD 46                    ,                                        ,SANFORD             ,FL,32771,32771-9115,NUNEZ                         ,MICHELLE            , ,MS.                                               ,'K-8                           ,Combination Elementary & Secondary      ,"Regular charter school (under s. 1002.33, F.S.)   ",Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,9255,GALILEO SCHOOL FOR GIFTED LEARNING  SKYWAY   ,3755 SKYWAY DR                          ,                                        ,SANFORD             ,FL,32773,32773,NUNEZ                         ,MICHELLE            , ,MRS.                                              ,'K-5                           ,Elementary                              ,"Regular charter school (under s. 1002.33, F.S.)   ",Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,51,GENEVA ELEMENTARY SCHOOL                     ,275 1ST ST                              ,                                        ,GENEVA              ,FL,32732,32732-9641,PADILLA                       , AIMEE              , ,MS.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,271,GOLDSBORO ELEMENTARY MAGNET                  ,1300 W 20TH ST                          ,                                        ,SANFORD             ,FL,32771,32771-3235,MULHOLLAND                    ,CHRIS               , ,DR.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Magnet School                                     ,Science/Math                                      ,Is not designated to eliminate racial isolation   
59,SEMINOLE    ,671,GREENWOOD LAKES MIDDLE SCHOOL                ,601 LAKE PARK DR                        ,                                        ,LAKE MARY           ,FL,32746,32746-3748,ERICKSON                      ,BREEZI              , ,MS.                                               ,'6-8                           ,Middle/Junior                           ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,931,HAGERTY HIGH SCHOOL                          ,3225 LOCKWOOD BLVD                      ,                                        ,OVIEDO              ,FL,32765,32765-9198,FRASCA                        ,ROBERT              , ,MS.                                               ,'9-12                          ,Senior High                             ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,21,HAMILTON ELEMENTARY SCHOOL                   ,1501 E 8TH ST                           ,                                        ,SANFORD             ,FL,32771,32771-2268,PFEIFFER                      ,MICHAEL             , ,MR.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Magnet School                                     ,Science/Math                                      ,Is not designated to eliminate racial isolation   
59,SEMINOLE    ,691,HEATHROW ELEMENTARY SCHOOL                   ,5715 MARKHAM WOODS RD                   ,                                        ,LAKE MARY           ,FL,32746,32746-4604,WHITE                         ,BRETT               , ,MR.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,331,HIGHLANDS ELEMENTARY SCHOOL                  ,1600 SHEPARD RD                         ,                                        ,WINTER SPRINGS      ,FL,32708,32708-2023,NAVARRO                       ,ROBERT              , ,MR.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,9998,HOME EDUC PROGRAM STUDENTS                   ,                                        ,                                        ,                    ,  ,00000,00000 0000,WALSH                         ,MICHELLE            , ,MS.                                               ,'UNASSIGNED                    ,Other Types                             ,Not a charter school                              ,Home Education                                    ,Other                                             ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,281,HOPPER CENTER                                ,3010 OLD LAKE MARY RD                   ,                                        ,LAKE MARY           ,FL,32746,32746-3002,HARSHMAN                      ,PAUL                , ,MR.                                               ,'K-5                           ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,Special Education                                 ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,9207,HOSPITAL HOMEBOUND PROGRAM                   ,400 E LAKE MARY BLVD                    ,                                        ,SANFORD             ,FL,32773,32773-7125,WALSH                         ,MICHELLE            , ,DR.                                               ,'PREK-12                       ,Combination Elementary & Secondary      ,Not a charter school                              ,Hospital/Homebound                                ,Special Education                                 ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,521,IDYLLWILDE ELEMENTARY SCHOOL                 ,430 VIHLEN RD                           ,                                        ,SANFORD             ,FL,32771,32771-3639,LOGSDON                       ,LENORE              , ,MS.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Magnet School                                     ,Technology                                        ,Is not designated to eliminate racial isolation   
59,SEMINOLE    ,711,INDIAN TRAILS MIDDLE SCHOOL                  ,415 TUSKAWILLA RD                       ,                                        ,WINTER SPRINGS      ,FL,32708,32708-3708,JOHNSON                       ,CRAIG               , ,DR.                                               ,'6-8                           ,Middle/Junior                           ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,291,JACKSON HEIGHTS MIDDLE SCHOOL                ,41 ACADEMY AVE                          ,                                        ,OVIEDO              ,FL,32765,32765-9372,MANSUR                        ,SARAH               , ,MS.                                               ,'6-8                           ,Middle/Junior                           ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,9225,JOHN POLK ALTERNATIVE SCHOOL                 ,400 E LAKE MARY BLVD                    ,                                        ,SANFORD             ,FL,32773,32773-7125,GARNES                        ,DEIRDRE             , ,MS.                                               ,'6-12                          ,Senior High                             ,Not a charter school                              ,County Jail/State Prison                          ,Alternative Education                             ,"Delinquent, Residential                           ",Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,571,JOURNEYS ACADEMY                             ,1722 W AIRPORT BLVD                     ,                                        ,SANFORD             ,FL,32771,32771-4000,BEVAN                         ,KENNY               , ,MR.                                               ,'4-12                          ,Combination Elementary & Secondary      ,Not a charter school                              ,Not Applicable                                    ,Alternative Education                             ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,661,KEETH ELEMENTARY SCHOOL                      ,425 TUSKAWILLA RD                       ,                                        ,WINTER SPRINGS      ,FL,32708,32708-3708,KRAMPERTH                     ,JOANNE              , ,MS.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,491,LAKE BRANTLEY HIGH SCHOOL                    ,991 SAND LAKE RD                        ,                                        ,ALTAMONTE SPRINGS   ,FL,32714,32714-7055,BLASEWITZ                     ,BRIAN               , ,MR.                                               ,'9-12                          ,Senior High                             ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,551,LAKE HOWELL HIGH SCHOOL                      ,4200 DIKE RD                            ,                                        ,WINTER PARK         ,FL,32792,32792-6399,HOWARD                        ,MICHAEL             , ,MR.                                               ,'9-12                          ,Senior High                             ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,81,LAKE MARY ELEMENTARY SCHOOL                  ,132 S COUNTRY CLUB RD                   ,                                        ,LAKE MARY           ,FL,32746,32746-3532,GAMBLE                        ,PAM                 , ,MS.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,71,LAKE MARY HIGH SCHOOL                        ,655 LONGWOOD LAKE MARY RD               ,                                        ,LAKE MARY           ,FL,32746,32746-3701,REYNOLDS                      ,MICKEY              , ,DR.                                               ,'9-12                          ,Senior High                             ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,601,LAKE ORIENTA ELEMENTARY SCHOOL               ,612 NEWPORT AVE                         ,                                        ,ALTAMONTE SPRINGS   ,FL,32701,32701-6340,PEACOCK                       ,CHRISTINE           , ,MS.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,131,LAWTON ELEMENTARY SCHOOL                     ,151 GRAHAM AVE                          ,                                        ,OVIEDO              ,FL,32765,32765-9735,DURIAS                        ,LESLIE              , ,MS.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,121,LAYER ELEMENTARY SCHOOL                      ,4201 SR 419                             ,                                        ,WINTER SPRINGS      ,FL,32708,32708-2629,NICHOLAS                      ,CHERYL              , ,MS.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,91,LONGWOOD ELEMENTARY SCHOOL                   ,840 ORANGE AVE                          ,                                        ,LONGWOOD            ,FL,32750,32750-4461,EMMANS                        ,BRIAN               , ,MR.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,431,LYMAN HIGH SCHOOL                            ,865 S RONALD REAGAN BLVD                ,                                        ,LONGWOOD            ,FL,32750,32750-6414,HUNTER                        ,MICHAEL             , ,MR.                                               ,"'PREK, 9-12                    ",Senior High                             ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Magnet Program                                    ,Science/Math                                      ,Is not designated to eliminate racial isolation   
59,SEMINOLE    ,731,MARKHAM WOODS MIDDLE SCHOOL                  ,6003 MARKHAM WOODS RD                   ,                                        ,LAKE MARY           ,FL,32746,32746-4604,MUMEY                         ,LINDA               , ,MS.                                               ,'6-8                           ,Middle/Junior                           ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,3518,MCKAY SCHOLARSHIP/SCHOOL OF ENROLLMENT       ,                                        ,                                        ,                    ,  ,00000,00000-0000,WALSH                         ,MICHELLE            , ,DR.                                               ,'UNASSIGNED                    ,Other Types                             ,Not a charter school                              ,McKay Scholarship                                 ,Other                                             ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,301,MIDWAY ELEMENTARY SCHOOL                     ,2368 BRISSON AVE                        ,                                        ,SANFORD             ,FL,32771,32771-6850,LAMBERT                       ,CATHY               , ,MS.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Magnet School                                     ,Performing Arts                                   ,Is not designated to eliminate racial isolation   
59,SEMINOLE    ,9997,MIGRANT NON-ENROLLED STUDENTS                ,400 E LAKE MARY BLVD                    ,                                        ,SANFORD             ,FL,32773,32773-7125,                              ,                    , ,OTHER                                             ,'UNASSIGNED                    ,Other Types                             ,Not a charter school                              ,Title I Migrant Non-Enrolled Students             ,Other                                             ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,182,MILLENNIUM MIDDLE SCHOOL                     ,21 LAKEVIEW AVE                         ,                                        ,SANFORD             ,FL,32773,32773-5331,ANTMANN                       ,JOHN                , ,MR.                                               ,'6-8                           ,Middle/Junior                           ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Magnet School                                     ,Performing Arts                                   ,Is not designated to eliminate racial isolation   
59,SEMINOLE    ,101,MILWEE MIDDLE SCHOOL                         ,1341 S RONALD REAGAN BLVD               ,                                        ,LONGWOOD            ,FL,32750,32750-6422,KUBIS                         ,JAMES               , ,MR.                                               ,'6-8                           ,Middle/Junior                           ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Magnet School                                     ,Science/Math                                      ,Is not designated to eliminate racial isolation   
59,SEMINOLE    ,421,OVIEDO HIGH SCHOOL                           ,601 KING ST                             ,                                        ,OVIEDO              ,FL,32765,32765-8106,DANIELS                       ,TRENT               , ,MR.                                               ,'9-12                          ,Senior High                             ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
59,SEMINOLE    ,701,PARTIN ELEMENTARY SCHOOL                     ,1500 TWIN RIVERS BLVD                   ,                                        ,OVIEDO              ,FL,32766,32766-5014,URBAN                         ,NANCY               , ,MS.                                               ,'PREK-5                        ,Elementary                              ,Not a charter school                              ,Not Applicable                                    ,K-12 General Education                            ,Not Applicable                                    ,Not Applicable                                    ,Not Applicable                                    ,Not a magnet school/program                       
